key,value
jqvz,0.07953994107314906
fjqz,0.08068614688140727
jpqz,0.08110583450390915
kqxz,0.08240584047561764
jqxz,0.08241106238575732
kqvz,0.08324224068815136
jkqz,0.08448518012793485
fqvz,0.08485921591185827
fjvz,0.08501021441302908
jkvz,0.08522817541660208
qwxz,0.08535708655549545
juwy,0.08598160065593344
jqwy,0.08601056734737234
fkqz,0.0860467878475843
jqwz,0.08610174619799205
jqvy,0.08625461016241329
jkxz,0.08659202322728266
jlqz,0.08714997010935294
qvwz,0.08731065653677228
jvwz,0.08744725837731893
jwxz,0.08769393641925641
fjqv,0.08774508756027945
jqvw,0.08787375598090602
jqwx,0.08838438667056846
jqtz,0.08904575927351967
jnqz,0.08938494071433276
jvwy,0.08989671564725289
fjkz,0.09011670161465163
qvwy,0.09019118144851655
jqrz,0.09041650028297694
qvxz,0.0906867289316002
hjvz,0.09083190219436815
jvxz,0.09095399641736868
hjqz,0.09134022359309234
hjqy,0.09137209596892501
hqvz,0.09182317746553363
jmqz,0.09185746315441895
gjqx,0.09245149184054872
qwxy,0.09266050694228879
hjqv,0.09304929306202511
hjvy,0.09340441069075454
jqxy,0.09354862695007062
jkqv,0.09391715649674183
fqwz,0.093966615544705
jqyz,0.09438810621718872
gjqw,0.09445027676752381
jwxy,0.09456628916423945
hqvy,0.09482675360373033
kqwz,0.09493099763191068
jkqy,0.09500452739713133
gjwx,0.09504706550708733
fjqw,0.0950939864154607
juwz,0.0951800959217084
gjqz,0.09519479077906035
jqvx,0.09547252982433868
jkqx,0.09554495695514736
gqwx,0.09582961000362526
kmqz,0.0959838262555329
fkvz,0.09606637127066267
fjwz,0.09618719642386828
jvwx,0.096307744184769
jrxz,0.09639089946296955
gjkq,0.09642499097724144
gkqx,0.09646964420352225
gkqz,0.09661926267797621
kvxz,0.09664429039868555
ghjq,0.09669168980878487
kqvy,0.09673329171971184
qvwx,0.09705978939738348
kpqz,0.09724276429650133
fjkq,0.09728597508279668
gjkx,0.0975364325948884
jmqw,0.09754881816130205
qvyz,0.09816898413736079
jkvy,0.09828815880635225
kwxz,0.09851118221948962
gqxz,0.09853487845713546
kqyz,0.09856558578528758
gjkz,0.09857469812250347
gjxz,0.09877164665898049
fjvw,0.09879847742967168
jvyz,0.09889383103448011
jkwz,0.09898651473835388
jkmz,0.09933141046064786
fkqv,0.09940693051565613
gjqy,0.09955112597054933
fqvw,0.09966679162688384
qwyz,0.0996834420999853
kqwx,0.09980731856854477
qrxz,0.09987813682398504
mqwz,0.09987966941646961
fhqz,0.10007258882971799
nqxz,0.10012009919673927
vwxz,0.10019805336922302
cjqz,0.10023628496364548
kqxy,0.10031978698222717
fjkv,0.10038794920634804
jkpz,0.1008169710799097
fhjz,0.10116529259716914
pqwz,0.1012587113906509
juvw,0.10128324674001908
fjqy,0.10135394016892213
jmwz,0.10137792073368049
jnqx,0.10155947399723572
kqwy,0.10161620072358722
kqvx,0.10176850990339867
fhjq,0.10186297585283141
kvwz,0.10197202570269412
gkxz,0.10218411292421092
juvy,0.10238624869678954
jnxz,0.10239035410290202
jwyz,0.1024778713750971
jrvz,0.10270117911534697
jkvx,0.10286579757868825
jkwx,0.10297418862182683
jpwz,0.10298358528615523
qxyz,0.10299880025407884
kqvw,0.10300420940402434
jkyz,0.10320934794830346
fhjv,0.10371363328899137
jkmq,0.10376479136482204
jkqw,0.10384741266283569
jpqw,0.10396515876145693
jkvw,0.10397083143409208
jkxy,0.10407490209208188
lqxz,0.10412992285575826
bqvz,0.10423689919814187
bqxz,0.10436781449643812
hqyz,0.10438195456918024
fvwz,0.10458871585844301
jvxy,0.10463219710223566
cqwz,0.10473082393624189
gqwz,0.10475636483271528
juvz,0.10477889602268058
qvxy,0.10479599725827748
gjwz,0.10486246738933849
gjwy,0.10495359076149721
jkwy,0.10524065018822011
gqwy,0.10527855584668433
ghjz,0.10531298716652968
qtwz,0.10541479707723458
ghjy,0.10552716176514083
fhqv,0.10570982459791566
jxyz,0.10592389517441247
hjyz,0.10604850673257993
dkqz,0.10617505310207406
juyz,0.10618860371616827
ghqz,0.10633476172161863
hqxz,0.10640318746842914
jtwz,0.10658210550508784
jlxz,0.1066560097499201
ghqy,0.10698000396204006
gkqw,0.10730290247455569
gjqv,0.10757827675043477
hjxz,0.10761216022047797
gkqy,0.10775197981176143
jnqw,0.1078373680980164
jlqx,0.10814350518050861
fjvy,0.10821864382109765
gjkw,0.10823902522069997
djqz,0.10834381709868253
qrvz,0.10838866449957678
jqrx,0.1084716533423944
fqvy,0.10849871296173715
jkrz,0.1086056130212369
cjwz,0.10861134810714065
cqxz,0.1086978945062686
kvyz,0.10876682649403556
fhvz,0.10884085556540499
jkuz,0.10909889282222804
fpqz,0.10917048084131437
gjky,0.10927634761447838
uvwy,0.10953720733800375
gwxz,0.10980656220086657
gkwx,0.10988768558043377
qsxz,0.10995037624134055
vwxy,0.11004210987657005
jkpq,0.11006102803176405
gjxy,0.11009151344607225
hjqx,0.11009350373585988
jqtw,0.11014248428209711
gqxy,0.11028581288603752
djkz,0.11034766443522195
kqrz,0.11037418313957016
vwyz,0.1104871996993929
jkuy,0.11051092367626923
nqwz,0.11062069474612468
fqwy,0.11080026465469991
fjpz,0.11090975139744284
kvwy,0.11119786491492435
fjmq,0.11164379384946953
fmqz,0.11165187290034966
fkqw,0.11188278118975371
ghjx,0.11196822495446968
jpvz,0.1120719835461165
kxyz,0.11208936910882593
kwxy,0.11215991690676891
fkwz,0.1123703051004182
hjrz,0.11240571422813835
pqvz,0.11241669202860465
fjwy,0.11258977789205289
hkqz,0.1126798957171064
wxyz,0.1126925725454402
fqyz,0.11270404271724768
cjxz,0.1127090843223892
jnwz,0.11276028400706561
gjpq,0.11276906347351559
gjvw,0.11279829368764414
jlqw,0.11292166391524718
kmqw,0.11310333507053201
lqwz,0.1131307830391016
fjmz,0.1131645208781847
ghjv,0.11318587315085417
hvyz,0.11333187859053682
kvwx,0.1134261919742019
cjqw,0.11347155948566783
fkqy,0.1134909630773954
bvxz,0.11364444423969502
bwxz,0.11375553985780634
hqxy,0.11382965908167489
ghqx,0.11387864656271973
gjvz,0.11416238421659149
bqwz,0.11416985993920847
gjkv,0.11417049100670214
fjpq,0.1141997004164078
bkqz,0.11442148943378838
jqrv,0.11451798034704688
bkxz,0.1145218222304697
hjxy,0.11460756419191342
uwyz,0.11469832695407582
fjkw,0.1149333822584381
hjnq,0.11506067065234782
gkqv,0.1153039506385503
jkmw,0.115431606577264
fjyz,0.11551286865298364
jlwz,0.11552620428804156
hjkz,0.11560753571183746
